riset,gender,usia.pasti,kat.pekerjaan,status,peng.kel,jum.kel,peng.prib,bahan.masak,air.minum,kepemilikan,edukasi,ses.final,skor.peng.prib,skor.bahan.masak,skor.air.minum,total.skor,skor.ses.nielsen,skor.ses,,,total.skor,
ar school 2018,Wanita,38,Housewife,Menikah & sudah punya anak,5000000,5,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,40,Employee/wage earner,Menikah & sudah punya anak,13000000,4,3250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
ar school 2018,Wanita,44,Employer/self employed,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,Diploma,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,39,Housewife,Menikah & sudah punya anak,5000000,5,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,35,Housewife,Menikah & sudah punya anak,5000000,7,714285.7143,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,6,4,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,38,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,34,Housewife,Menikah & sudah punya anak,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,37,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,37,Housewife,Menikah & sudah punya anak,15000000,4,3750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
ar school 2018,Wanita,39,Employee/wage earner,Menikah & sudah punya anak,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,35,Employee/wage earner,Menikah & sudah punya anak,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Super Upper [nielsen],,,,
ar school 2018,Wanita,35,Housewife,Menikah & sudah punya anak,20000000,5,4000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,2,4,15,High,Super Upper [nielsen],,,,
ar school 2018,Wanita,44,Housewife,Menikah & sudah punya anak,10000000,5,2000000,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,41,Employee/wage earner,Menikah & sudah punya anak,15000000,6,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,Super high,S1/S2/S3,Upper 1,8,4,3,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,41,Housewife,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,40,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,41,Employer/self employed,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Middle 1,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,30,Employee/wage earner,Menikah & sudah punya anak,11000000,4,2750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,9,4,4,17,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,38,Housewife,Menikah & sudah punya anak,3200000,4,800000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,45,Housewife,Menikah & sudah punya anak,10000000,4,2500000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,36,Employee/wage earner,Menikah & sudah punya anak,5000000,6,833333.3333,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,Medium,S1/S2/S3,Upper 2,7,4,3,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,37,Housewife,Menikah & sudah punya anak,10000000,6,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,40,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,39,Housewife,Menikah & sudah punya anak,8000000,6,1333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,Medium,Diploma,Upper 1,8,4,3,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,42,Employee/wage earner,Menikah & sudah punya anak,15000000,8,1875000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,36,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Sumur bor/pompa,Super high,SMA,Middle 1,7,2,2,11,Low,Middle 1 [nielsen],,,,
ar school 2018,Wanita,30,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,46,Employer/self employed,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,44,Housewife,Menikah & sudah punya anak,5000000,6,833333.3333,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,27,Housewife,Menikah & sudah punya anak,8000000,4,2000000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Middle 1,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,35,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,29,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air isi ulang,Super high,SMA,Middle 1,7,2,3,12,Low,Middle 1 [nielsen],,,,
ar school 2018,Wanita,35,Employee/wage earner,Menikah & sudah punya anak,7000000,3,2333333.333,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,43,Employee/wage earner,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,30,Housewife,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,35,Housewife,Menikah & sudah punya anak,6000000,5,1200000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,30,Housewife,Menikah & sudah punya anak,8000000,6,1333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,36,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,31,Housewife,Menikah & sudah punya anak,8000000,4,2000000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,32,Housewife,Menikah & sudah punya anak,7000000,4,1750000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,48,Housewife,Menikah & sudah punya anak,3500000,3,1166666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,46,Employer/self employed,Menikah & sudah punya anak,8000000,5,1600000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,38,Employee/wage earner,Menikah & sudah punya anak,3500000,3,1166666.667,Elpiji 3 kg,Air kemasan bermerek,Medium,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,41,Housewife,Menikah & sudah punya anak,10000000,6,1666666.667,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,34,Housewife,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,40,Housewife,Menikah & sudah punya anak,8000000,5,1600000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,36,Employer/self employed,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,42,Housewife,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Sumur bor/pompa,Medium,Diploma,Middle 1,7,2,2,11,Low,Middle 1 [nielsen],,,,
ar school 2018,Wanita,36,Employee/wage earner,Menikah & sudah punya anak,7000000,3,2333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,Medium,S1/S2/S3,Upper 1,8,4,3,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,38,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Medium,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,44,Housewife,Menikah & sudah punya anak,10000000,7,1428571.429,Elpiji 3 kg,Sumur bor/pompa,Super high,S1/S2/S3,Upper 2,8,2,2,12,Low,Middle 1 [nielsen],,,,
ar school 2018,Wanita,38,Employer/self employed,Menikah & sudah punya anak,7000000,4,1750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,38,Employee/wage earner,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air isi ulang,Medium,S1/S2/S3,Upper 2,8,2,3,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,32,Housewife,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,46,Employee/wage earner,Menikah & sudah punya anak,6000000,3,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,36,Housewife,Menikah & sudah punya anak,6000000,4,1500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,SMA,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,35,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,38,Housewife,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Sumur bor/pompa,Super high,Diploma,Upper 2,7,4,2,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,31,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,35,Housewife,Menikah & sudah punya anak,7000000,5,1400000,Elpiji 3 kg,Air isi ulang,Low,Diploma,Middle 1,8,2,3,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,43,Housewife,Menikah & sudah punya anak,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,41,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,31,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,37,Housewife,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,34,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,39,Housewife,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,Medium,S1/S2/S3,Upper 2,7,4,3,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,33,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,36,Housewife,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,43,Housewife,Menikah & sudah punya anak,12000000,6,2000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,45,Housewife,Menikah & sudah punya anak,8000000,5,1600000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,43,Housewife,Menikah & sudah punya anak,10000000,5,2000000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,38,Housewife,Menikah & sudah punya anak,7000000,7,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,34,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,Minyak tanah,Air isi ulang,Super high,Diploma,Upper 2,7,2,3,12,Low,Middle 1 [nielsen],,,,
ar school 2018,Wanita,39,Employee/wage earner,Menikah & sudah punya anak,8500000,6,1416666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Sumur bor/pompa,Medium,S1/S2/S3,Upper 2,8,4,2,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,42,Housewife,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,Super high,Diploma,Upper 2,7,4,3,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,43,Housewife,Menikah & sudah punya anak,7000000,5,1400000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,48,Housewife,Menikah & sudah punya anak,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,33,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,43,Employer/self employed,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,40,Employer/self employed,Menikah & sudah punya anak,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,Super high,Diploma,Upper 2,7,4,3,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,38,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,Medium,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,44,Housewife,Menikah & sudah punya anak,6000000,3,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,39,Employer/self employed,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,33,Housewife,Menikah & sudah punya anak,4500000,4,1125000,Elpiji 3 kg,Air kemasan bermerek,Medium,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,33,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,38,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,29,Housewife,Menikah & sudah punya anak,5000000,6,833333.3333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,37,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,37,Employee/wage earner,Menikah & sudah punya anak,6000000,5,1200000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,Super high,S1/S2/S3,Upper 2,7,4,3,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,37,Employer/self employed,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,40,Housewife,Menikah & sudah punya anak,6000000,4,1500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,39,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,44,Housewife,Menikah & sudah punya anak,7000000,4,1750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,34,Housewife,Menikah & sudah punya anak,4000000,5,800000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,46,Housewife,Menikah & sudah punya anak,10000000,5,2000000,Elpiji 3 kg,Air kemasan bermerek,Super high,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,36,Employer/self employed,Menikah & sudah punya anak,2500000,3,833333.3333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,Diploma,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,31,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,31,Housewife,Menikah & sudah punya anak,6000000,6,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,35,Housewife,Menikah & sudah punya anak,6500000,5,1300000,Elpiji 3 kg,Air isi ulang,Medium,Diploma,Upper 2,8,2,3,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,39,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,35,Housewife,Menikah & sudah punya anak,6000000,6,1000000,Elpiji 3 kg,Air kemasan bermerek,Medium,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,31,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,35,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,Super high,Diploma,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,37,Employee/wage earner,Menikah & sudah punya anak,7000000,4,1750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,32,Employer/self employed,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,43,Employee/wage earner,Menikah & sudah punya anak,7000000,6,1166666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,7,4,4,15,High,Upper 1 [nielsen],,,,
ar school 2018,Wanita,30,Housewife,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,38,Employee/wage earner,Menikah & sudah punya anak,8000000,4,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Sumur bor/pompa,Super high,S1/S2/S3,Upper 2,8,4,2,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,47,Housewife,Menikah & sudah punya anak,7000000,6,1166666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,Medium,S1/S2/S3,Upper 2,7,4,3,14,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,37,Employee/wage earner,Menikah & sudah punya anak,2500000,4,625000,Elpiji 3 kg,Air isi ulang,Medium,S1/S2/S3,Middle 1,6,2,3,11,Low,Middle 1 [nielsen],,,,
ar school 2018,Wanita,37,Housewife,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,41,Housewife,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,43,Housewife,Menikah & sudah punya anak,7000000,7,1000000,Elpiji 3 kg,Air kemasan bermerek,Super high,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,35,Housewife,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 1,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar school 2018,Wanita,43,Housewife,Menikah & sudah punya anak,6000000,6,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,7,4,4,15,High,Upper 1 [nielsen],,,,
postcamp nenek 2018,Wanita,34,Housewife,Menikah & sudah punya anak,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
postcamp nenek 2018,Wanita,24,Employee/wage earner,Belum / tidak menikah,2000000,1,2000000,Tidak memasak <= Rp 2.499.999,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
postcamp nenek 2018,Wanita,42,Employee/wage earner,Menikah & sudah punya anak,6000000,4,1500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Upper 1,8,4,4,16,High,Upper 1 [nielsen],,,,
postcamp nenek 2018,Wanita,24,Employee/wage earner,Belum / tidak menikah,2000000,1,2000000,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
postcamp nenek 2018,Wanita,39,Employee/wage earner,Belum / tidak menikah,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,Super high,S1/S2/S3,Upper 1,8,4,3,15,High,Upper 1 [nielsen],,,,
