"","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","videoId","textDisplay","textOriginal","canRate","viewerRating","likeCount","publishedAt","updatedAt","episode"
"11","Mojito Boss","https://yt3.ggpht.com/a/AGF-l7_vY0ZHBeKVcVGQKM4ARUE3iqtxDSYVqWeo2g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC2hzM1CfMrP6poUmgRbi1CA","UC2hzM1CfMrP6poUmgRbi1CA","7_0V14TYVzc","Saya baru paham di akhir.. gila.. dan katanya ini setiap likenya disumbangin, kapan lagi bs nonton video baper sekalian donasi guys","Saya baru paham di akhir.. gila.. dan katanya ini setiap likenya disumbangin, kapan lagi bs nonton video baper sekalian donasi guys","TRUE","none","1","2019-11-08T17:49:45.000Z","2019-11-08T17:49:45.000Z",1
"12","Ferlando Widjaya","https://yt3.ggpht.com/a/AGF-l7_DXO4Bdua3Ed-diAZyW6cFOH1EjlLnxOKl=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCQKlfUu8MGinF4q5VPfSAwA","UCQKlfUu8MGinF4q5VPfSAwA","7_0V14TYVzc","Another bahan baper di kantor kamvret","Another bahan baper di kantor kamvret","TRUE","none","0","2019-11-08T17:44:59.000Z","2019-11-08T17:44:59.000Z",1
"13","Nym Supriyanto","https://yt3.ggpht.com/a/AGF-l78XnfEgnIxyWthmk5-3v5QJHzUc5IGWkAx1pQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCySxOk59nxOea1Nbg8x7wdg","UCySxOk59nxOea1Nbg8x7wdg","7_0V14TYVzc","aktor nya tuli otomatis ini  juga buat teman2 tuli tapi sayang gk ada subtitle nya<U+0001F644><U+0001F644>","aktor nya tuli otomatis ini  juga buat teman2 tuli tapi sayang gk ada subtitle nya<U+0001F644><U+0001F644>","TRUE","none","0","2019-11-08T17:16:43.000Z","2019-11-08T17:16:43.000Z",1
"14","ayunizzahra","https://yt3.ggpht.com/a/AGF-l7-cW87UvP-Gkqvc5GANMw0xDrf6FBeM9n5Wjw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJkwFM6XPJ6xeDhKnp3emFg","UCJkwFM6XPJ6xeDhKnp3emFg","7_0V14TYVzc","<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>","<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>","TRUE","none","0","2019-11-08T16:19:34.000Z","2019-11-08T16:19:34.000Z",1
"15","nur widyastuti","https://yt3.ggpht.com/a/AGF-l7-XsWys9HnJ96XmRJYxegmhCNvsh3iCdfVSXQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCCV9rz-fBtr3xTFZ_NnNinA","UCCV9rz-fBtr3xTFZ_NnNinA","7_0V14TYVzc","Lanjut mba Iik","Lanjut mba Iik","TRUE","none","0","2019-11-08T14:22:36.000Z","2019-11-08T14:22:36.000Z",1
"16","Rully Ahmad","https://yt3.ggpht.com/a/AGF-l7_qyvRFcRv4aqqxM1xG3iFRhcoLagblPAv7kw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCdzcM3lRYFESgrPOQ1xisIQ","UCdzcM3lRYFESgrPOQ1xisIQ","7_0V14TYVzc","Kalau boleh tau ini sutradaranya siapa ya ?","Kalau boleh tau ini sutradaranya siapa ya ?","TRUE","none","0","2019-11-08T12:28:33.000Z","2019-11-08T12:28:33.000Z",1
"17","deyo anggara","https://yt3.ggpht.com/a/AGF-l7-zn-5s9k58u3lJpKJ6bo66Aod1ya-YVi2IVA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCycOgCfqq0mEYstoasSWdjg","UCycOgCfqq0mEYstoasSWdjg","7_0V14TYVzc","Knp ga post di IG story aja hahaa","Knp ga post di IG story aja hahaa","TRUE","none","1","2019-11-08T12:26:44.000Z","2019-11-08T12:26:44.000Z",1
"18","ummi kholsum","https://yt3.ggpht.com/a/AGF-l79eh4RO0k-vR2S2Xcbr4me2JXdGX5DT16nl5A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCDdrZbzgcKijNc0VyCkdUfQ","UCDdrZbzgcKijNc0VyCkdUfQ","7_0V14TYVzc","Kenapa durasinya nda sepanjang SORE. seperti treaser aja padahal ini tulisan Episode 1.<br />.<br />Admin tolong tambahin durasinya~<U+0001F603>","Kenapa durasinya nda sepanjang SORE. seperti treaser aja padahal ini tulisan Episode 1.
.
Admin tolong tambahin durasinya~<U+0001F603>","TRUE","none","1","2019-11-08T12:04:02.000Z","2019-11-08T12:04:02.000Z",1
"19","Suko Adiningkaryo","https://yt3.ggpht.com/a/AGF-l7-Bdm5D0BeeDzpSWl6rOEl4I3MifxTq6m8drA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCIGxteIFqg8XDXuk6mUMBCw","UCIGxteIFqg8XDXuk6mUMBCw","7_0V14TYVzc","Baru juga ngucek mata udah slesai aja...","Baru juga ngucek mata udah slesai aja...","TRUE","none","0","2019-11-08T10:51:20.000Z","2019-11-08T10:51:20.000Z",1
"20","Nadia Oktavia","https://yt3.ggpht.com/a/AGF-l7_t2VPlSM0yg0-O1d3yk--g0WYdVHFvL9h2EQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCudCxmLP5v-QSFruKQ_8y-g","UCudCxmLP5v-QSFruKQ_8y-g","7_0V14TYVzc","Kereen, singkat tapi dapet feelnya. Ditunggu episode selanjutnyaa","Kereen, singkat tapi dapet feelnya. Ditunggu episode selanjutnyaa","TRUE","none","0","2019-11-08T00:54:50.000Z","2019-11-08T00:54:50.000Z",1
"21","Rachael Abigail Saveria","https://yt3.ggpht.com/a/AGF-l7--L4vTjFTbrTfef1URDp_Cd5q5dRFlh3ZHjQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCqvowGswJEOXfFv3Bkt4XeA","UCqvowGswJEOXfFv3Bkt4XeA","7_0V14TYVzc","Keren banget!!! <U+0001F62D><U+2665><U+FE0F><U+0001F60D> Senang ceritanya sangat inklusif. Salut untuk aktor tuli <U+2665><U+FE0F> pasti ga mudah proses syutingnya tapi hasilnya TOP!","Keren banget!!! <U+0001F62D><U+2665><U+FE0F><U+0001F60D> Senang ceritanya sangat inklusif. Salut untuk aktor tuli <U+2665><U+FE0F> pasti ga mudah proses syutingnya tapi hasilnya TOP!","TRUE","none","4","2019-11-07T18:10:41.000Z","2019-11-07T18:10:41.000Z",1
"22","Al Hasan","https://yt3.ggpht.com/a/AGF-l7_yu3HjlIyoaSuwPw5ttPmWjz5n2V7rHu40iA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCsg7tTb6xz0jNeH9K1o_A_Q","UCsg7tTb6xz0jNeH9K1o_A_Q","7_0V14TYVzc","Keren parahh","Keren parahh","TRUE","none","0","2019-11-07T16:42:24.000Z","2019-11-07T16:42:24.000Z",1
"23","Choi Minhold","https://yt3.ggpht.com/a/AGF-l7-60Nxi0bGUsS379pLbH8yCkszZ4LbR59O_uw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCmWFH7doo_MpiMMjDohbWGw","UCmWFH7doo_MpiMMjDohbWGw","7_0V14TYVzc","Iyaaaa aku tunggu<U+0001F917>","Iyaaaa aku tunggu<U+0001F917>","TRUE","none","0","2019-11-07T15:55:30.000Z","2019-11-07T15:55:30.000Z",1
"24","Nova Patty","https://yt3.ggpht.com/a/AGF-l7-zjP3qjYiasrdOPUioQ_HB0HW5-xpx5msKFQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCTsjoQ5RvVjsMggER_dk1FA","UCTsjoQ5RvVjsMggER_dk1FA","7_0V14TYVzc","Mesti ndak pernah lama durasinya <U+0001F644><U+0001F612>","Mesti ndak pernah lama durasinya <U+0001F644><U+0001F612>","TRUE","none","0","2019-11-07T15:19:49.000Z","2019-11-07T15:19:49.000Z",1
"25","Dessy Astuti","https://yt3.ggpht.com/a/AGF-l79jH4Yt-zI2nWH2PCJZSLojaN2vb5tNaDRWRw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCHxJRnljXl5snmnLaq4eZHw","UCHxJRnljXl5snmnLaq4eZHw","7_0V14TYVzc","Waw... Apa ini<U+0001F60D>","Waw... Apa ini<U+0001F60D>","TRUE","none","0","2019-11-07T15:19:07.000Z","2019-11-07T15:19:07.000Z",1
"26","Susi Lawati","https://yt3.ggpht.com/a/AGF-l79Vr96gtBeZ68gvkWGVmSGDzNf_R5sQ8gwQ4w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCiq_FM2FU-l0dWUbiwBwNvA","UCiq_FM2FU-l0dWUbiwBwNvA","7_0V14TYVzc","Ada Rizky, kayaknya bikin baper nih..","Ada Rizky, kayaknya bikin baper nih..","TRUE","none","0","2019-11-07T15:00:48.000Z","2019-11-07T15:00:48.000Z",1
"27","Melati Dwita Putri","https://yt3.ggpht.com/a/AGF-l7-1ejDat9wC902EBRNWX5qPTgMTz8gW5h8Jww=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCu4e_D9CkRHiD7SaUVBLh1g","UCu4e_D9CkRHiD7SaUVBLh1g","7_0V14TYVzc","Ah kesel durasi nya<U+0001F643>","Ah kesel durasi nya<U+0001F643>","TRUE","none","0","2019-11-07T13:24:52.000Z","2019-11-07T13:24:52.000Z",1
"28","zevrymor","https://yt3.ggpht.com/a/AGF-l78LhP2n5CVWDdSfhPYHKBL0PxOqZodjoxpwyg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUIfT7D6Fv6QkYQKjKcMoGA","UCUIfT7D6Fv6QkYQKjKcMoGA","7_0V14TYVzc","Ealaaaahhhh bentar banget. Kuota gw masih bnyak min. Cepetan min episode ke 2 nya","Ealaaaahhhh bentar banget. Kuota gw masih bnyak min. Cepetan min episode ke 2 nya","TRUE","none","0","2019-11-07T12:59:11.000Z","2019-11-07T12:59:11.000Z",1
"29","Tio Hermawan","https://yt3.ggpht.com/a/AGF-l79RMk4hquGQH0ERTMu_kmUPJr_veSAW8EKOCA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCOyKKcufyf7uD1Stma87miw","UCOyKKcufyf7uD1Stma87miw","7_0V14TYVzc","Wiiih... Kereen seneng liat risky melia ceritanya bagus sepertinya","Wiiih... Kereen seneng liat risky melia ceritanya bagus sepertinya","TRUE","none","0","2019-11-07T12:50:32.000Z","2019-11-07T12:50:32.000Z",1
"30","Leetha Šœhartö Põ<U+0259>triê","https://yt3.ggpht.com/a/AGF-l7_fFZOCYKvGmGTDpu87YokfoKWDIQOHjGa21g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCdeklU-Tv4WzxDjgUfVsqjA","UCdeklU-Tv4WzxDjgUfVsqjA","7_0V14TYVzc","Satu setengah menit dan langsung bikin baper duuuuuunk <U+0001F92D>","Satu setengah menit dan langsung bikin baper duuuuuunk <U+0001F92D>","TRUE","none","1","2019-11-07T12:46:29.000Z","2019-11-07T12:46:29.000Z",1
"31","Andi Hermawan","https://yt3.ggpht.com/a/AGF-l7-wBl8WZX3MOdznUrIYdXB76L2Y8y87GjqD=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCeIh_Gs2QtOWmf84WPniPfQ","UCeIh_Gs2QtOWmf84WPniPfQ","7_0V14TYVzc","Apakah bisa bikin baper lebih dari Sore?","Apakah bisa bikin baper lebih dari Sore?","TRUE","none","2","2019-11-07T12:34:36.000Z","2019-11-07T12:34:36.000Z",1
"32","Katherin Kheren","https://yt3.ggpht.com/a/AGF-l7_DOi-FzBpr140F-xez4h_1gn9f7HttDx_ljw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC7JZNJqloX7bzU0rW9q0tRA","UC7JZNJqloX7bzU0rW9q0tRA","7_0V14TYVzc","Satu menit aja sih videonya, tapi tlg di upload tiap hari ya min<U+0001F60C>","Satu menit aja sih videonya, tapi tlg di upload tiap hari ya min<U+0001F60C>","TRUE","none","0","2019-11-07T12:32:26.000Z","2019-11-07T12:32:26.000Z",1
"33","Murtini Hendri","https://yt3.ggpht.com/a/AGF-l7_kLbTrzGNv3orIlLK1wv_eZLLfH30i0rXD3A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJJxsC4VvT0d5CwuGNvKCIQ","UCJJxsC4VvT0d5CwuGNvKCIQ","7_0V14TYVzc","Keren nih iklan ada kesayanganku Rizky melia","Keren nih iklan ada kesayanganku Rizky melia","TRUE","none","0","2019-11-07T12:31:46.000Z","2019-11-07T12:31:46.000Z",1
"34","Hari Santoso","https://yt3.ggpht.com/a/AGF-l78bjwYkUwlbRBdXSVKwO2J8GByjF1Tl0G3UVw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJ1EaBMtb1KfdTDeGmWsiZQ","UCJ1EaBMtb1KfdTDeGmWsiZQ","7_0V14TYVzc","Amat pendek","Amat pendek","TRUE","none","0","2019-11-07T12:24:50.000Z","2019-11-07T12:24:50.000Z",1
"35","Lusi Lus","https://yt3.ggpht.com/a/AGF-l788Ai4YMVb_P1piXzEzvDtyQHvrCTmdvKlIEA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCAlI859VteElkq0tVYSKcJw","UCAlI859VteElkq0tVYSKcJw","7_0V14TYVzc","Buffering nya 3menit,,,nontonnya sekejap mata<U+0001F61E><U+0001F61E>","Buffering nya 3menit,,,nontonnya sekejap mata<U+0001F61E><U+0001F61E>","TRUE","none","0","2019-11-07T12:21:18.000Z","2019-11-07T12:21:18.000Z",1
"36","Rita Lesta","https://yt3.ggpht.com/a/AGF-l79952GLj4XJb2PcLjdqzVP6G5uonEkICfgCCQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCTYNlc9NRlBwtyUIz0wyftQ","UCTYNlc9NRlBwtyUIz0wyftQ","7_0V14TYVzc","Lamain lahh durasinya Masa bentar doang,ngeremehin kuota saya banget <U+0001F602><U+0001F602>","Lamain lahh durasinya Masa bentar doang,ngeremehin kuota saya banget <U+0001F602><U+0001F602>","TRUE","none","0","2019-11-07T12:18:23.000Z","2019-11-07T12:18:23.000Z",1
"37","Hanny Salsabilla","https://yt3.ggpht.com/a/AGF-l79V9t31bjAdRSvolkz2Kr6HxPIisZuCGlQWIA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCdcBLC1h9HkxTp5Fy_iek_w","UCdcBLC1h9HkxTp5Fy_iek_w","7_0V14TYVzc","Cara mengungkapkan bukan cuma mengucapkan <U+2661>","Cara mengungkapkan bukan cuma mengucapkan <U+2661>","TRUE","none","0","2019-11-07T12:14:17.000Z","2019-11-07T12:14:17.000Z",1
"38","stephanus axel","https://yt3.ggpht.com/a/AGF-l79UM_cBM-ZcGYrELWtnpjuOqJ23IIo5lcxTsA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCbrKcsMvuGY4WKrpzb9kOLg","UCbrKcsMvuGY4WKrpzb9kOLg","7_0V14TYVzc","keren nih, <br /> gasabar liat episode episode berikutnya!!","keren nih, 
 gasabar liat episode episode berikutnya!!","TRUE","none","1","2019-11-07T12:13:48.000Z","2019-11-07T12:13:48.000Z",1
"39","SETYA NOVANTOL","https://yt3.ggpht.com/a/AGF-l7879ZZDNBaK1mdW8Q931mJu_dwhEWF8Wxxc6g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCyBoceFd-VLNCPOwDcosZHg","UCyBoceFd-VLNCPOwDcosZHg","7_0V14TYVzc","EPISODE  1 INI MIRIP  WEB SERIES &quot;PADA SUATU HARI YANG BIASA&quot;  EPISODE 1 JUGA","EPISODE  1 INI MIRIP  WEB SERIES ""PADA SUATU HARI YANG BIASA""  EPISODE 1 JUGA","TRUE","none","1","2019-11-07T11:45:33.000Z","2019-11-07T11:45:33.000Z",1
"40","Rully Ananda Putri","https://yt3.ggpht.com/a/AGF-l78h8rniNj6TgvcU2rtVuMB9z_DwHcRaPUtVhA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCHODQG1rYSOMfZooRyGNmzA","UCHODQG1rYSOMfZooRyGNmzA","7_0V14TYVzc","Yesssss tropicana slim bikin webseries lagiiiiii","Yesssss tropicana slim bikin webseries lagiiiiii","TRUE","none","0","2019-11-07T11:36:48.000Z","2019-11-07T11:36:48.000Z",1
"41","fillyxia aurora","https://yt3.ggpht.com/a/AGF-l79K5aSqiNXKb-hUJrijeJuAbpI6c8RBbsgzOQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCXmGmJga0ts48LwCXu-IBSQ","UCXmGmJga0ts48LwCXu-IBSQ","7_0V14TYVzc","Selalu sukaaa","Selalu sukaaa","TRUE","none","0","2019-11-07T11:22:31.000Z","2019-11-07T11:22:31.000Z",1
"42","wika say hello","https://yt3.ggpht.com/a/AGF-l7_DUgRa6wkGNIjykmdmtXC1JTviNi3kp6j1pQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJAZgs30BKwZvHly5fGJIeA","UCJAZgs30BKwZvHly5fGJIeA","7_0V14TYVzc","Ini biblis pacarnya vanesha angel??","Ini biblis pacarnya vanesha angel??","TRUE","none","0","2019-11-07T11:21:36.000Z","2019-11-07T11:21:36.000Z",1
"43","Beela Shabeela","https://yt3.ggpht.com/a/AGF-l7_uh3bWaiSn6zbe5MmJUtnRjfEtPoIp9y6yoQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC-ebkHEDEEZclSlY_Go6F0w","UC-ebkHEDEEZclSlY_Go6F0w","7_0V14TYVzc","Tropicana Slim memang terbaik soal web series<U+0001F62D> ga sabar lanjutannya<U+0001F62D>","Tropicana Slim memang terbaik soal web series<U+0001F62D> ga sabar lanjutannya<U+0001F62D>","TRUE","none","18","2019-11-07T11:17:06.000Z","2019-11-07T11:17:06.000Z",1
"44","Muhamad Farhan","https://yt3.ggpht.com/a/AGF-l7-soU8NjBFmkZXKwhKmQE0rQh_PHIRB6nn5xw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCnUshHUMApSPC84JO_O2C2g","UCnUshHUMApSPC84JO_O2C2g","7_0V14TYVzc","Rasa itu bahasa hati, mengungkapkannya, tak melulu mengucapkannya.","Rasa itu bahasa hati, mengungkapkannya, tak melulu mengucapkannya.","TRUE","none","8","2019-11-07T11:17:01.000Z","2019-11-07T11:17:01.000Z",1
"45","Riska Martini","https://yt3.ggpht.com/a/AGF-l78UENynOrPquhj-g1SoeCOa_nOx7VUXmZ9YvA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCQXnINsWXF-uBA-rqoy0PFQ","UCQXnINsWXF-uBA-rqoy0PFQ","7_0V14TYVzc","Yatuhan keren bangett, ditunggu episode selanjutnyaa","Yatuhan keren bangett, ditunggu episode selanjutnyaa","TRUE","none","1","2019-11-07T11:04:33.000Z","2019-11-07T11:04:33.000Z",1
"46","nadhira tasya","https://yt3.ggpht.com/a/AGF-l79_QXSyyMx2MzZpDOOZ_9mLrPSMGFOU1tAXWw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC2IrJwSyPa6-EBbJyReDlmg","UC2IrJwSyPa6-EBbJyReDlmg","7_0V14TYVzc","WAH MANTAPNI ADA LAGI","WAH MANTAPNI ADA LAGI","TRUE","none","0","2019-11-07T11:03:03.000Z","2019-11-07T11:03:03.000Z",1
"47","Yuliagustri anrizaymerta","https://yt3.ggpht.com/a/AGF-l7-TNw78agY2JF6EcE_-fF34_l2MGjtC7hYB=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCyFPtbOiVdEqVDEu--WR59A","UCyFPtbOiVdEqVDEu--WR59A","7_0V14TYVzc","Teman tuli :)","Teman tuli :)","TRUE","none","2","2019-11-07T11:02:08.000Z","2019-11-07T11:02:08.000Z",1
"48","surilestari","https://yt3.ggpht.com/a/AGF-l78X8q3rrl8t6u1Ntf4Saj21r18ehikGuaIbSQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UChMXFQ574htlg-h90KFnz6g","UChMXFQ574htlg-h90KFnz6g","7_0V14TYVzc","Arghhhh..jgn siksa kami dgn durasi pendek gini lagi pleaseeeeee <U+0001F62D> <br /><br />*penantian episode selanjutnya dimulai!!","Arghhhh..jgn siksa kami dgn durasi pendek gini lagi pleaseeeeee <U+0001F62D> 

*penantian episode selanjutnya dimulai!!","TRUE","none","4","2019-11-07T10:57:56.000Z","2019-11-07T10:57:56.000Z",1
"49","ERVAN FURIYANTO","https://yt3.ggpht.com/a/AGF-l79KLrpdpXvS4WQE5A826TCAV35v7C4mPoJMXQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJRhNWuR2mOuPugsOGUKAPg","UCJRhNWuR2mOuPugsOGUKAPg","7_0V14TYVzc","Addict","Addict","TRUE","none","0","2019-11-07T10:55:30.000Z","2019-11-07T10:55:30.000Z",1
"50","Kuncoro Ali","https://yt3.ggpht.com/a/AGF-l7_Gu99Qc4yys8lxebsjTAx5-CsDZCDNejt2HQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCzxim-KQ2PPlIE1Khcf8EZA","UCzxim-KQ2PPlIE1Khcf8EZA","7_0V14TYVzc","Perlahan, tapi nagih ni","Perlahan, tapi nagih ni","TRUE","none","1","2019-11-07T10:54:00.000Z","2019-11-07T10:54:00.000Z",1
"51","sang perindu","https://yt3.ggpht.com/a/AGF-l7_ySU-igpJR3dzJExudPksDsy6fukXt-AdvTg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCmoMoEiMxELHrXeKPdSPqLg","UCmoMoEiMxELHrXeKPdSPqLg","7_0V14TYVzc","Bentar banget, kyak liat story WA <U+0001F62D><br /><br />Tpi ngena sihh pesannya","Bentar banget, kyak liat story WA <U+0001F62D>

Tpi ngena sihh pesannya","TRUE","none","7","2019-11-07T10:52:56.000Z","2019-11-07T10:52:56.000Z",1
"52","A Gonang","https://yt3.ggpht.com/a/AGF-l78gRPYSwSt8JTW0-Jwf2WsLSd0cBMg-xaVTxw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCoj22zQcSD9HZ5IrsWCn1nQ","UCoj22zQcSD9HZ5IrsWCn1nQ","7_0V14TYVzc","Singkat tapi ngena","Singkat tapi ngena","TRUE","none","0","2019-11-07T10:50:13.000Z","2019-11-07T10:50:13.000Z",1
"53","Alvian Ramadana","https://yt3.ggpht.com/a/AGF-l7_grkXMgSTBrVIenW-kWPBtLQzJbLYSIA9Ihg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCnqt4bm1M0phy1CIoILBiGA","UCnqt4bm1M0phy1CIoILBiGA","7_0V14TYVzc","Bukan produksi cerita film ya","Bukan produksi cerita film ya","TRUE","none","0","2019-11-07T10:49:04.000Z","2019-11-07T10:49:04.000Z",1
"54","Dadang Hermawan","https://yt3.ggpht.com/a/AGF-l7-FWkW1dkWKEiPDxmCe_1xRUY29pscdDCqw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC3a6dQfceHuCRu5SsrskMDA","UC3a6dQfceHuCRu5SsrskMDA","7_0V14TYVzc","No 2 comment <U+0001F602>","No 2 comment <U+0001F602>","TRUE","none","1","2019-11-07T10:47:35.000Z","2019-11-07T10:47:35.000Z",1
"55","Elda Farah","https://yt3.ggpht.com/a/AGF-l7-zdcSr-5OZuFm16MAkP8LWY9r688VIRKJauA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCm6I192G3o7Wa0NVzDh-CQg","UCm6I192G3o7Wa0NVzDh-CQg","7_0V14TYVzc","Liat notif web seriesnya mulai, auto klik!  Selalu suka sm webseries dari tropicana slim <U+2665><U+FE0F>","Liat notif web seriesnya mulai, auto klik!  Selalu suka sm webseries dari tropicana slim <U+2665><U+FE0F>","TRUE","none","1","2019-11-07T10:47:11.000Z","2019-11-07T10:47:11.000Z",1
"56","raph","https://yt3.ggpht.com/a/AGF-l7-11QLR0b95vDPzcAv0eZgOD5xijjnGa_yHpg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCVZ7kPA4fQ3vsk-0NeuBZTQ","UCVZ7kPA4fQ3vsk-0NeuBZTQ","7_0V14TYVzc","nani","nani","TRUE","none","0","2019-11-07T10:46:46.000Z","2019-11-07T10:46:46.000Z",1
"57","Pelerion Jaya","https://yt3.ggpht.com/a/AGF-l79FtMWqCTb0gDA_ZbBTBAmhMCx9wjcAGLiFuw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCtKny-jTagj3XDtzaYs9xoA","UCtKny-jTagj3XDtzaYs9xoA","7_0V14TYVzc","sebagus sore kah?","sebagus sore kah?","TRUE","none","0","2019-11-07T10:46:32.000Z","2019-11-07T10:46:32.000Z",1
"58","Sunyi Coffee","https://yt3.ggpht.com/a/AGF-l79Wg6bFQWROoyDBRBEIgCTCFYqW_9SGUd140g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCkqV2x7C5G4-ekywNwwtS_Q","UCkqV2x7C5G4-ekywNwwtS_Q","-pOkyNvWwsk","Mini Series hasil kolaborasi dengan TropicanaSlim, dengan aktor asli tuli dan kerjasama komunitas seni fantasi tuli. Sunyi hadir sebagai tempat pertemuan 2 dunia yg sebelumnya tidak terbayang dapat bertemu. <br /><br />Sunyi ingin terus berkembang untuk dapat memperkenalkan dunia disabilitas sebagai dunia yg mengagumkan dan penuh kejutan. Oleh karena itu, setiap like pada video <a href=""http://www.youtube.com/results?search_query=%23CeritaSunyi"">#CeritaSunyi</a> di YouTube akan dikonversikan menjadi Rp 500 untuk pengembangan Sunyi House of Coffee and Hope dalam membantu memperluas kesempatan teman - teman disabilitas untuk berkreasi dan berekspresi melalui kopi.<br /><br />Ayo kita menjadi duta dunia yg menakjubkan ini dengan like dan share kepada rekan - rekan kalian semua karena setiap dukungan pasti sangat berarti<br /><br />@tropicanaslim <br /><a href=""http://www.youtube.com/results?search_query=%23CeritaSunyi"">#CeritaSunyi</a> <a href=""http://www.youtube.com/results?search_query=%23SahabatSunyi"">#SahabatSunyi</a>","Mini Series hasil kolaborasi dengan TropicanaSlim, dengan aktor asli tuli dan kerjasama komunitas seni fantasi tuli. Sunyi hadir sebagai tempat pertemuan 2 dunia yg sebelumnya tidak terbayang dapat bertemu. 

Sunyi ingin terus berkembang untuk dapat memperkenalkan dunia disabilitas sebagai dunia yg mengagumkan dan penuh kejutan. Oleh karena itu, setiap like pada video #CeritaSunyi di YouTube akan dikonversikan menjadi Rp 500 untuk pengembangan Sunyi House of Coffee and Hope dalam membantu memperluas kesempatan teman - teman disabilitas untuk berkreasi dan berekspresi melalui kopi.

Ayo kita menjadi duta dunia yg menakjubkan ini dengan like dan share kepada rekan - rekan kalian semua karena setiap dukungan pasti sangat berarti

@tropicanaslim 
#CeritaSunyi #SahabatSunyi","TRUE","none","10","2019-11-09T07:59:03.000Z","2019-11-09T07:59:03.000Z",2
