"","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","videoId","textDisplay","textOriginal","canRate","viewerRating","likeCount","publishedAt","updatedAt","episode"
"59","Putri Ariyani","https://yt3.ggpht.com/a/AGF-l7_N_65Gzoa7ZQVLi6Thz36ft_dftoBVUK6eLA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCfvkEzegc0qk3Hv0v3ePRzA","UCfvkEzegc0qk3Hv0v3ePRzA","-pOkyNvWwsk","Kelanjutannnya manaaaaa","Kelanjutannnya manaaaaa","TRUE","none","0","2019-11-29T08:33:47.000Z","2019-11-29T08:33:47.000Z",2
"60","Emil Dadak","https://yt3.ggpht.com/a/AGF-l79hQgCp9QDiAQJywCxsaHZVjkr-zaz_6YUxjQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCHD_a_pKm6DGoF8WNLt0_Sg","UCHD_a_pKm6DGoF8WNLt0_Sg","-pOkyNvWwsk","Nice","Nice","TRUE","none","0","2019-11-14T06:19:35.000Z","2019-11-14T06:19:35.000Z",2
"61","Michelle Naomi","https://yt3.ggpht.com/a/AGF-l79Zw56707ibT1HHIBnW2YydEaIrRSmINsvQwQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCXYeK8UYC2wBE8qDeELQqjA","UCXYeK8UYC2wBE8qDeELQqjA","-pOkyNvWwsk","kenapa sih durasinya:(","kenapa sih durasinya:(","TRUE","none","0","2019-11-10T15:28:22.000Z","2019-11-10T15:28:22.000Z",2
"62","Bernard Sibarani","https://yt3.ggpht.com/a/AGF-l793Ud_9dRi6okn5_NpbeBr5KGWB4AP1x9I_PQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUZRDeZ0uOsQsjHsk5T6E2Q","UCUZRDeZ0uOsQsjHsk5T6E2Q","-pOkyNvWwsk","Nice jadi pgn belajar isyarat","Nice jadi pgn belajar isyarat","TRUE","none","0","2019-11-10T14:05:36.000Z","2019-11-10T14:05:36.000Z",2
"63","YOU OK","https://yt3.ggpht.com/a/AGF-l78aeUCJjkRZphQ3gVM-2HiI4SDISfbqSLFsUg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC6_XhPaUcGsxyh9ooPDVBmw","UC6_XhPaUcGsxyh9ooPDVBmw","-pOkyNvWwsk","Mohon di lihat baik&quot; kalo mau shert atau down load nih vidio jangan sampe kena tombol dist like","Mohon di lihat baik"" kalo mau shert atau down load nih vidio jangan sampe kena tombol dist like","TRUE","none","0","2019-11-10T01:25:01.000Z","2019-11-10T01:25:01.000Z",2
"64","Bianca Munaf","https://yt3.ggpht.com/a/AGF-l79t5-wFi6k1npRvieV-zPgH4jm9ZovfZDhrcg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC3PIA886VfcBgXnMWdgT6yw","UC3PIA886VfcBgXnMWdgT6yw","-pOkyNvWwsk","Dear tropicana, yang begini begini yang perlu disebarin ke banyak generasi. Plis dipromote lebih kuat lagi. And kudos to sunyi!<br /><br />- ttd.<br />dari org yang belum berhenti menangis","Dear tropicana, yang begini begini yang perlu disebarin ke banyak generasi. Plis dipromote lebih kuat lagi. And kudos to sunyi!

- ttd.
dari org yang belum berhenti menangis","TRUE","none","0","2019-11-09T03:40:24.000Z","2019-11-09T03:40:24.000Z",2
"65","Geraldi Giovanda","https://yt3.ggpht.com/a/AGF-l79lZvKebajHBBxX_vn3FsJXORz5QgEGCUG47w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCwMIsQO0YnzXpNW-CwMEEwg","UCwMIsQO0YnzXpNW-CwMEEwg","-pOkyNvWwsk","Dear netizen, pls bantu share yang begini begini","Dear netizen, pls bantu share yang begini begini","TRUE","none","0","2019-11-08T17:56:32.000Z","2019-11-08T17:56:32.000Z",2
"66","Ferlando Widjaya","https://yt3.ggpht.com/a/AGF-l7_DXO4Bdua3Ed-diAZyW6cFOH1EjlLnxOKl=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCQKlfUu8MGinF4q5VPfSAwA","UCQKlfUu8MGinF4q5VPfSAwA","-pOkyNvWwsk","Merinding gua. Good job tropicana","Merinding gua. Good job tropicana","TRUE","none","0","2019-11-08T17:42:43.000Z","2019-11-08T17:42:43.000Z",2
"67","Alvinia Fadhillah","https://yt3.ggpht.com/a/AGF-l78egC9oE5JD7Q5JeQ1bwF3IYpzejhIfwSC77w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC_3Ops2EQFq1-z4zZCY4_kg","UC_3Ops2EQFq1-z4zZCY4_kg","-pOkyNvWwsk","Tropicana ada ngeluarin web series lagi aja udh seneng bgtt kok gapapa mau berapa menit aja hehehe","Tropicana ada ngeluarin web series lagi aja udh seneng bgtt kok gapapa mau berapa menit aja hehehe","TRUE","none","0","2019-11-08T14:52:23.000Z","2019-11-08T14:52:23.000Z",2
"68","nur widyastuti","https://yt3.ggpht.com/a/AGF-l7-XsWys9HnJ96XmRJYxegmhCNvsh3iCdfVSXQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCCV9rz-fBtr3xTFZ_NnNinA","UCCV9rz-fBtr3xTFZ_NnNinA","-pOkyNvWwsk","Keren mba Iik","Keren mba Iik","TRUE","none","0","2019-11-08T14:22:08.000Z","2019-11-08T14:22:08.000Z",2
"69","Nadira D. Sitepu","https://yt3.ggpht.com/a/AGF-l7_jontZkCAQASMqHmFqRHFN8SmQb4_wPDEt3g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCP_59VR-5ECpr1sAuGXtZNA","UCP_59VR-5ECpr1sAuGXtZNA","-pOkyNvWwsk","GEMES BANGET SAMA DURASINYA YAALLAH<U+0001F62D><U+0001F62D><U+0001F62D>","GEMES BANGET SAMA DURASINYA YAALLAH<U+0001F62D><U+0001F62D><U+0001F62D>","TRUE","none","4","2019-11-08T11:41:35.000Z","2019-11-08T11:41:35.000Z",2
"70","Rahmatika Hilwania","https://yt3.ggpht.com/a/AGF-l78rqmn2MIxmnt9MutG1Xrj1ygIrb4RjbvE0IA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCDeMJONsLVi9O_kYdK9Gg4w","UCDeMJONsLVi9O_kYdK9Gg4w","-pOkyNvWwsk","Please di perbanyak menitnyaa","Please di perbanyak menitnyaa","TRUE","none","0","2019-11-08T11:05:47.000Z","2019-11-08T11:05:47.000Z",2
"71","danirust","https://yt3.ggpht.com/a/AGF-l78utkGGN1iz9EZ9FFoVyZk_2VbD7IZp4QMAuA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCa7ZMAbWVzeXfS1-9HZJnsA","UCa7ZMAbWVzeXfS1-9HZJnsA","-pOkyNvWwsk","Kayanya post tiap hari ni, klau durasinya cuma 1menitan","Kayanya post tiap hari ni, klau durasinya cuma 1menitan","TRUE","none","0","2019-11-08T09:36:51.000Z","2019-11-08T09:36:51.000Z",2
"72","Anisa K. Putri","https://yt3.ggpht.com/a/AGF-l7_eOWp5qBFRDPGIE5OG-1w_ne3ScZkHuO_mfA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCnmGa_PvQB3-SNdLCMy84dQ","UCnmGa_PvQB3-SNdLCMy84dQ","-pOkyNvWwsk","Ini lucu banget si konsepnya satu menit:)","Ini lucu banget si konsepnya satu menit:)","TRUE","none","0","2019-11-08T09:19:58.000Z","2019-11-08T09:19:58.000Z",2
"73","Dedy Joon","https://yt3.ggpht.com/a/AGF-l7-1rHfYLJxvyyEqOdqPhrjcGR8YKr7TRzfpTQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCkSIwPKeACA0DfKjQ5cZtvw","UCkSIwPKeACA0DfKjQ5cZtvw","-pOkyNvWwsk","1 menit, 1 like, bentuk donasi untuk persembahan yg luar biasa. Terimakasih Tropicana Slim..","1 menit, 1 like, bentuk donasi untuk persembahan yg luar biasa. Terimakasih Tropicana Slim..","TRUE","none","1","2019-11-08T08:07:13.000Z","2019-11-08T08:07:13.000Z",2
"74","Caya Karlita","https://yt3.ggpht.com/a/AGF-l7-A6f2QSxDR1KfDwtZla6QzoxBf5tx9Q2PPVA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCvIjMmhRboTp_NKFe3UVgqw","UCvIjMmhRboTp_NKFe3UVgqw","-pOkyNvWwsk","yaallaah semenit doaanggg<U+0001F62B><U+0001F62B>","yaallaah semenit doaanggg<U+0001F62B><U+0001F62B>","TRUE","none","0","2019-11-08T07:32:58.000Z","2019-11-08T07:32:58.000Z",2
"75","Murtini Hendri","https://yt3.ggpht.com/a/AGF-l7_kLbTrzGNv3orIlLK1wv_eZLLfH30i0rXD3A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJJxsC4VvT0d5CwuGNvKCIQ","UCJJxsC4VvT0d5CwuGNvKCIQ","-pOkyNvWwsk","Keren bgt tp durasinya kok dikit bgt ya.... Salut buat Rizky Melia yg belajar bhs isyarat <U+0001F44D><U+0001F60D>","Keren bgt tp durasinya kok dikit bgt ya.... Salut buat Rizky Melia yg belajar bhs isyarat <U+0001F44D><U+0001F60D>","TRUE","none","0","2019-11-08T07:14:33.000Z","2019-11-08T07:14:33.000Z",2
"76","Syalala Dubidu","https://yt3.ggpht.com/a/AGF-l7_W6RP8XBMbMPLcOBZlRglVs4Gw1T4xP0MeDw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCyffVjtzB0hFWhvR5CIUhCw","UCyffVjtzB0hFWhvR5CIUhCw","-pOkyNvWwsk","alasan durasi pendek?<br />*coba baca deskripsi deh","alasan durasi pendek?
*coba baca deskripsi deh","TRUE","none","1","2019-11-08T06:36:48.000Z","2019-11-08T06:36:48.000Z",2
"77","Tio Hermawan","https://yt3.ggpht.com/a/AGF-l79RMk4hquGQH0ERTMu_kmUPJr_veSAW8EKOCA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCOyKKcufyf7uD1Stma87miw","UCOyKKcufyf7uD1Stma87miw","-pOkyNvWwsk","Bikin baper<U+0001F625>","Bikin baper<U+0001F625>","TRUE","none","0","2019-11-08T06:09:14.000Z","2019-11-08T06:09:14.000Z",2
"78","Dhani Irfan","https://yt3.ggpht.com/a/AGF-l7-xQ7LS9E4poSF1OS1TW8VH2YzWrinUQyDLWA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC3Ub8yrXtbgC4LcKgLwwTWg","UC3Ub8yrXtbgC4LcKgLwwTWg","-pOkyNvWwsk","Cepet amat, kyk ejakulasi dini","Cepet amat, kyk ejakulasi dini","TRUE","none","1","2019-11-08T06:06:02.000Z","2019-11-08T06:06:02.000Z",2
"79","Hazazi Ridho","https://yt3.ggpht.com/a/AGF-l7-bScbNhXhhsCpTCf0IHTYZaN8C0qZ1MjBH-g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCjgwUcZQqyYhP7IKRSG-ACA","UCjgwUcZQqyYhP7IKRSG-ACA","-pOkyNvWwsk","YA ALLAHH KAYAK LIHAT STORY INSTAGRAM BENTARRR BANGETTTT","YA ALLAHH KAYAK LIHAT STORY INSTAGRAM BENTARRR BANGETTTT","TRUE","none","0","2019-11-08T05:49:15.000Z","2019-11-08T05:49:15.000Z",2
"80","ERVAN FURIYANTO","https://yt3.ggpht.com/a/AGF-l79KLrpdpXvS4WQE5A826TCAV35v7C4mPoJMXQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJRhNWuR2mOuPugsOGUKAPg","UCJRhNWuR2mOuPugsOGUKAPg","-pOkyNvWwsk","<U+0001F605><U+0001F605><U+0001F605><U+0001F62D> belum sempat kedip","<U+0001F605><U+0001F605><U+0001F605><U+0001F62D> belum sempat kedip","TRUE","none","0","2019-11-08T05:49:01.000Z","2019-11-08T05:49:01.000Z",2
"81","Susi Lawati","https://yt3.ggpht.com/a/AGF-l79Vr96gtBeZ68gvkWGVmSGDzNf_R5sQ8gwQ4w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCiq_FM2FU-l0dWUbiwBwNvA","UCiq_FM2FU-l0dWUbiwBwNvA","-pOkyNvWwsk","Keren.. salut buat Rizky yg belajar keras utk bisa bahasa isyarat dan hasilnya keren gini.","Keren.. salut buat Rizky yg belajar keras utk bisa bahasa isyarat dan hasilnya keren gini.","TRUE","none","1","2019-11-08T05:34:32.000Z","2019-11-08T05:34:32.000Z",2
"82","FIKY ARDIANS","https://yt3.ggpht.com/a/AGF-l7__s5GiqiCL9sjUvxOtMw8TGQHUTextGkEwwg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC9R6pa2yr0vYdAYd7W476dg","UC9R6pa2yr0vYdAYd7W476dg","-pOkyNvWwsk","DURASINYA GEMESH","DURASINYA GEMESH","TRUE","none","0","2019-11-08T05:33:13.000Z","2019-11-08T05:33:13.000Z",2
"83","zevrymor","https://yt3.ggpht.com/a/AGF-l78LhP2n5CVWDdSfhPYHKBL0PxOqZodjoxpwyg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUIfT7D6Fv6QkYQKjKcMoGA","UCUIfT7D6Fv6QkYQKjKcMoGA","-pOkyNvWwsk","GEMES BGT LAH SAMA DURASINYAAAAAAAAAAAAAAAA","GEMES BGT LAH SAMA DURASINYAAAAAAAAAAAAAAAA","TRUE","none","0","2019-11-08T05:29:36.000Z","2019-11-08T05:29:36.000Z",2
"84","killcat sweet","https://yt3.ggpht.com/a/AGF-l78O2CM4xxZCgNOoAQv1zt5acebJfac5cF_Q0g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCpOX6qJJ0qCuk4GGXBfYc7Q","UCpOX6qJJ0qCuk4GGXBfYc7Q","-pOkyNvWwsk","The Best <U+0001F44D>","The Best <U+0001F44D>","TRUE","none","1","2019-11-08T05:28:38.000Z","2019-11-08T05:28:38.000Z",2
"85","SETYA NOVANTOL","https://yt3.ggpht.com/a/AGF-l7879ZZDNBaK1mdW8Q931mJu_dwhEWF8Wxxc6g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCyBoceFd-VLNCPOwDcosZHg","UCyBoceFd-VLNCPOwDcosZHg","-pOkyNvWwsk","PENGEN TAU ALASAN TROPICANA SLIM BUAT PER EPS 1 MENIT GITU.<br /><br />KENAPAAAAA!!!?  <br /><br />MOHON ALASANNYA <br /><br />PAPA INGIN TAU.","PENGEN TAU ALASAN TROPICANA SLIM BUAT PER EPS 1 MENIT GITU.

KENAPAAAAA!!!?  

MOHON ALASANNYA 

PAPA INGIN TAU.","TRUE","none","17","2019-11-08T05:26:42.000Z","2019-11-08T05:26:42.000Z",2
