32;134,2603;134,2603;144,207764;134,2603;134,2603;144,207764;134,2603;134,2603;144,207764;18025,82816;18025,82816;20795,8792;18025,82816;18025,82816;20795,8792;18025,82816;18025,82816;20795,8792;170542,6065;412,9680454;0,325110627;0,325110627;0,34919836;0,325110627;0,325110627;0,34919836;0,325110627;0,325110627;0,34919836
34;291,592438;291,592438;300,979309;291,592438;291,592438;300,979309;291,592438;291,592438;300,979309;85026,1499;85026,1499;90588,54445;85026,1499;85026,1499;90588,54445;85026,1499;85026,1499;90588,54445;781922,5327;884,2638366;0,32975728;0,32975728;0,340372745;0,32975728;0,32975728;0,340372745;0,32975728;0,32975728;0,340372745
25;396,378326;396,378326;381,221008;396,378326;396,378326;381,221008;396,378326;396,378326;381,221008;157115,7773;157115,7773;145329,4569;157115,7773;157115,7773;145329,4569;157115,7773;157115,7773;145329,4569;1378683,035;1174,173341;0,337580758;0,337580758;0,324671831;0,337580758;0,337580758;0,324671831;0,337580758;0,337580758;0,324671831
36;220,149063;220,149063;203,154541;220,149063;220,149063;203,154541;220,149063;220,149063;203,154541;48465,60994;48465,60994;41271,76753;48465,60994;48465,60994;41271,76753;48465,60994;48465,60994;41271,76753;414608,9622;643,9013606;0,341898739;0,341898739;0,315505687;0,341898739;0,341898739;0,315505687;0,341898739;0,341898739;0,315505687
16;136,257446;136,257446;150,020935;136,257446;136,257446;150,020935;136,257446;136,257446;150,020935;18566,09159;18566,09159;22506,28094;18566,09159;18566,09159;22506,28094;18566,09159;18566,09159;22506,28094;178915,3924;422,983915;0,322133871;0,322133871;0,354672908;0,322133871;0,322133871;0,354672908;0,322133871;0,322133871;0,354672908
71;165,654938;165,654938;168,857574;165,654938;165,654938;168,857574;165,654938;165,654938;168,857574;27441,55848;27441,55848;28512,8803;27441,55848;27441,55848;28512,8803;27441,55848;27441,55848;28512,8803;250187,9918;500,1879565;0,331185379;0,331185379;0,337588244;0,331185379;0,331185379;0,337588244;0,331185379;0,331185379;0,337588244
114;13,8606548;13,8606548;12,6779213;13,8606548;13,8606548;12,6779213;13,8606548;13,8606548;12,6779213;192,1177515;192,1177515;160,7296885;192,1177515;192,1177515;160,7296885;192,1177515;192,1177515;160,7296885;1634,895574;40,43384194;0,342798362;0,342798362;0,313547283;0,342798362;0,342798362;0,313547283;0,342798362;0,342798362;0,313547283
68;44,3060188;44,3060188;33,2696037;44,3060188;44,3060188;33,2696037;44,3060188;44,3060188;33,2696037;1963,023302;1963,023302;1106,86653;1963,023302;1963,023302;1106,86653;1963,023302;1963,023302;1106,86653;15098,7394;122,8769279;0,360572319;0,360572319;0,270755497;0,360572319;0,360572319;0,270755497;0,360572319;0,360572319;0,270755497
78;35,2545319;35,2545319;41,8276482;35,2545319;35,2545319;41,8276482;35,2545319;35,2545319;41,8276482;1242,882019;1242,882019;1749,552154;1242,882019;1242,882019;1749,552154;1242,882019;1242,882019;1749,552154;12705,94858;112,7206662;0,312760145;0,312760145;0,371073465;0,312760145;0,312760145;0,371073465;0,312760145;0,312760145;0,371073465
34;64,8753052;64,8753052;67,7883301;64,8753052;64,8753052;67,7883301;64,8753052;64,8753052;67,7883301;4208,805225;4208,805225;4595,257698;4208,805225;4208,805225;4595,257698;4208,805225;4208,805225;4595,257698;39038,60444;197,581893;0,32834641;0,32834641;0,34308979;0,32834641;0,32834641;0,34308979;0,32834641;0,32834641;0,34308979
76;147,061554;147,061554;149,340607;147,061554;147,061554;149,340607;147,061554;147,061554;149,340607;21627,10066;21627,10066;22302,6169;21627,10066;21627,10066;22302,6169;21627,10066;21627,10066;22302,6169;196670,4547;443,4754274;0,331611505;0,331611505;0,336750579;0,331611505;0,331611505;0,336750579;0,331611505;0,331611505;0,336750579
37;108,136978;108,136978;112,969872;108,136978;108,136978;112,969872;108,136978;108,136978;112,969872;11693,60601;11693,60601;12762,19198;11693,60601;11693,60601;12762,19198;11693,60601;11693,60601;12762,19198;108448,212;329,3147613;0,328369665;0,328369665;0,343045272;0,328369665;0,328369665;0,343045272;0,328369665;0,328369665;0,343045272
51;321,210419;321,210419;330,32019;321,210419;321,210419;330,32019;321,210419;321,210419;330,32019;103176,1333;103176,1333;109111,4279;103176,1333;103176,1333;109111,4279;103176,1333;103176,1333;109111,4279;946391,0834;972,8263377;0,330182692;0,330182692;0,339546923;0,330182692;0,330182692;0,339546923;0,330182692;0,330182692;0,339546923
34;307,234131;307,234131;259,708771;307,234131;307,234131;259,708771;307,234131;307,234131;259,708771;94392,81125;94392,81125;67448,64573;94392,81125;94392,81125;67448,64573;94392,81125;94392,81125;67448,64573;768702,8047;876,7569816;0,350421083;0,350421083;0,29621523;0,350421083;0,350421083;0,29621523;0,350421083;0,350421083;0,29621523
33;317,039703;317,039703;303,696411;317,039703;317,039703;303,696411;317,039703;317,039703;303,696411;100514,1733;100514,1733;92231,51005;100514,1733;100514,1733;92231,51005;100514,1733;100514,1733;92231,51005;879779,5698;937,9656549;0,338007795;0,338007795;0,323782016;0,338007795;0,338007795;0,323782016;0,338007795;0,338007795;0,323782016
34;297,946228;297,946228;276,104553;297,946228;297,946228;276,104553;297,946228;297,946228;276,104553;88771,95478;88771,95478;76233,72419;88771,95478;88771,95478;76233,72419;88771,95478;88771,95478;76233,72419;761332,9012;872,5439251;0,341468457;0,341468457;0,316436279;0,341468457;0,341468457;0,316436279;0,341468457;0,341468457;0,316436279
40;78,3277283;78,3277283;82,6017303;78,3277283;78,3277283;82,6017303;78,3277283;78,3277283;82,6017303;6135,233021;6135,233021;6823,045849;6135,233021;6135,233021;6823,045849;6135,233021;6135,233021;6823,045849;57280,53567;239,3335239;0,32727437;0,32727437;0,345132303;0,32727437;0,32727437;0,345132303;0,32727437;0,32727437;0,345132303
