tanggal,kecamatan,odp,proses_pemantauan,selesai_pemantauan,pdp,masih_dirawat,pulang_dan_sehat,positif,dirawat,sembuh,meninggal,isolasi_mandiri
2020-05-08,TANJUNG PRIOK,282,14,268,276,54,222,181,91,13,18,59
2020-05-08,TEBET,145,1,144,84,15,69,103,42,20,11,30
2020-05-09,BELUM DIKETAHUI,2410,51,2359,1993,145,1848,446,354,50,13,29
2020-05-09,CAKUNG,193,5,188,78,28,50,93,46,11,9,27
2020-05-09,CEMPAKA PUTIH,243,5,238,140,15,125,80,38,6,7,29
2020-05-09,CENGKARENG,78,1,77,62,7,55,89,43,13,8,25
2020-05-09,CILANDAK,132,8,124,99,22,77,79,29,20,14,16
2020-05-09,CILINCING,258,5,253,56,22,34,47,25,1,5,16
2020-05-09,CIPAYUNG,90,8,82,61,24,37,51,31,7,1,12
2020-05-09,CIRACAS,142,5,137,58,14,44,42,16,7,6,13
2020-05-09,DUREN SAWIT,127,2,125,87,26,61,158,65,26,23,44
2020-05-09,GAMBIR,93,5,88,40,14,26,44,21,3,7,13
2020-05-09,GROGOL PETAMBURAN,172,4,168,120,12,108,124,48,41,11,24
2020-05-09,JAGAKARSA,108,1,107,63,11,52,74,31,16,6,21
2020-05-09,JATINEGARA,56,4,52,38,10,28,93,48,7,10,28
2020-05-09,JOHAR BARU,120,1,119,41,18,23,44,14,8,7,15
2020-05-09,KALI DERES,153,2,151,158,12,146,103,38,31,9,25
2020-05-09,KEBAYORAN BARU,69,4,65,75,36,39,62,20,30,3,9
2020-05-09,KEBAYORAN LAMA,77,3,74,88,25,63,111,43,22,18,28
2020-05-09,KEBON JERUK,167,2,165,114,20,94,133,54,31,12,36
2020-05-09,KELAPA GADING,241,1,240,100,22,78,102,39,20,7,36
2020-05-09,KEMAYORAN,179,8,171,123,36,87,89,25,11,12,41
2020-05-09,KEMBANGAN,57,3,54,71,18,53,93,31,24,5,33
2020-05-09,KEP. SERIBU SELATAN,38,1,37,5,0,5,9,0,0,0,9
2020-05-09,KEP. SERIBU UTARA,109,2,107,14,2,12,1,0,0,0,1
2020-05-09,KOJA,209,11,198,131,23,108,73,27,6,4,36
2020-05-09,KRAMAT JATI,65,3,62,42,16,26,91,36,9,9,37
2020-05-09,LUAR DKI JAKARTA,1411,26,1385,922,138,784,891,461,133,63,234
2020-05-09,MAKASAR,41,2,39,31,5,26,53,26,11,7,9
2020-05-09,MAMPANG PRAPATAN,144,1,143,32,12,20,46,19,8,6,13
2020-05-09,MATRAMAN,156,8,148,84,25,59,98,40,9,10,39
2020-05-09,MENTENG,68,1,67,33,13,20,61,27,7,8,19
2020-05-09,PADEMANGAN,203,6,197,57,12,45,100,33,7,6,54
2020-05-09,PALMERAH,158,3,155,171,18,153,92,36,18,8,30
2020-05-09,PANCORAN,58,1,57,36,8,28,47,25,9,3,10
2020-05-09,PASAR MINGGU,190,7,183,65,21,44,95,42,15,12,26
2020-05-09,PASAR REBO,40,6,34,29,11,18,43,13,7,4,19
2020-05-09,PENJARINGAN,108,3,105,73,11,62,76,42,8,8,18
2020-05-09,PESANGGRAHAN,83,1,82,44,8,36,72,26,14,15,17
2020-05-09,PULO GADUNG,162,6,156,88,34,54,111,54,19,11,27
2020-05-09,SAWAH BESAR,144,8,136,134,22,112,69,42,7,6,14
2020-05-09,SENEN,121,1,120,49,19,30,69,24,10,4,31
2020-05-09,SETIA BUDI,72,3,69,45,8,37,54,25,13,8,8
2020-05-09,TAMAN SARI,84,2,82,43,13,30,71,34,15,5,17
2020-05-09,TAMBORA,46,2,44,59,14,45,42,18,4,6,14
2020-05-09,TANAH ABANG,247,7,240,143,34,109,250,68,20,11,151
2020-05-09,TANJUNG PRIOK,282,14,268,276,54,222,183,92,13,19,59
2020-05-09,TEBET,145,1,144,84,15,69,104,43,20,11,30
2020-05-10,BELUM DIKETAHUI,2404,51,2353,2004,149,1855,396,302,30,8,56
2020-05-10,CAKUNG,194,5,189,82,29,53,97,49,11,9,28
2020-05-10,CEMPAKA PUTIH,243,5,238,140,15,125,82,38,8,7,29
2020-05-10,CENGKARENG,79,1,78,62,7,55,95,46,14,8,27
2020-05-10,CILANDAK,138,8,130,102,24,78,81,28,23,14,16
2020-05-10,CILINCING,262,7,255,59,24,35,49,25,2,5,17
2020-05-10,CIPAYUNG,92,8,84,62,25,37,51,31,7,1,12
2020-05-10,CIRACAS,142,5,137,58,14,44,45,18,8,6,13
2020-05-10,DUREN SAWIT,128,3,125,89,28,61,162,64,29,24,45
2020-05-10,GAMBIR,93,5,88,40,14,26,47,24,3,7,13
2020-05-10,GROGOL PETAMBURAN,172,4,168,120,12,108,125,49,41,11,24
2020-05-10,JAGAKARSA,109,1,108,64,12,52,75,32,16,6,21
2020-05-10,JATINEGARA,56,4,52,39,10,29,104,55,12,10,27
2020-05-10,JOHAR BARU,141,2,139,42,19,23,45,15,8,7,15
2020-05-10,KALI DERES,153,2,151,158,12,146,106,40,32,9,25
2020-05-10,KEBAYORAN BARU,70,5,65,75,36,39,64,21,31,3,9
2020-05-10,KEBAYORAN LAMA,77,3,74,88,25,63,113,44,23,18,28
2020-05-10,KEBON JERUK,167,2,165,115,20,95,145,60,32,12,41
2020-05-10,KELAPA GADING,241,1,240,100,22,78,102,39,20,7,36
2020-05-10,KEMAYORAN,179,8,171,124,36,88,91,25,12,12,42
2020-05-10,KEMBANGAN,57,3,54,71,18,53,98,35,24,5,34
2020-05-10,KEP. SERIBU SELATAN,38,1,37,5,0,5,12,3,0,0,9
2020-05-10,KEP. SERIBU UTARA,109,2,107,14,2,12,1,0,0,0,1
2020-05-10,KOJA,217,11,206,131,23,108,76,28,6,4,38
2020-05-10,KRAMAT JATI,79,3,76,43,16,27,94,39,10,9,36
2020-05-10,LUAR DKI JAKARTA,1434,29,1405,935,143,792,986,506,152,64,264
2020-05-10,MAKASAR,42,2,40,31,5,26,53,26,11,7,9
2020-05-10,MAMPANG PRAPATAN,146,1,145,32,12,20,48,19,9,7,13
2020-05-10,MATRAMAN,157,9,148,87,26,61,100,40,10,10,40
2020-05-10,MENTENG,69,2,67,33,13,20,62,27,8,8,19
2020-05-10,PADEMANGAN,204,6,198,57,12,45,102,33,7,6,56
2020-05-10,PALMERAH,161,3,158,171,18,153,106,39,19,11,37
2020-05-10,PANCORAN,70,1,69,36,8,28,49,25,9,3,12
2020-05-10,PASAR MINGGU,193,7,186,70,26,44,98,42,16,13,27
2020-05-10,PASAR REBO,43,6,37,29,11,18,43,13,7,4,19
2020-05-10,PENJARINGAN,108,3,105,75,13,62,77,42,9,8,18
2020-05-10,PESANGGRAHAN,86,1,85,44,8,36,73,26,15,15,17
2020-05-10,PULO GADUNG,162,6,156,88,34,54,115,57,20,11,27
2020-05-10,SAWAH BESAR,144,8,136,134,22,112,73,45,8,6,14
2020-05-10,SENEN,122,1,121,50,19,31,72,26,10,4,32
2020-05-10,SETIA BUDI,73,3,70,45,8,37,54,24,13,9,8
2020-05-10,TAMAN SARI,84,2,82,43,13,30,73,34,16,5,18
2020-05-10,TAMBORA,48,2,46,59,14,45,44,19,4,7,14
2020-05-10,TANAH ABANG,248,7,241,143,34,109,263,72,20,13,158
2020-05-10,TANJUNG PRIOK,293,14,279,277,55,222,190,97,13,20,60
2020-05-10,TEBET,145,1,144,86,17,69,103,38,25,11,29
2020-05-11,BELUM DIKETAHUI,2396,51,2345,2005,149,1856,387,221,30,10,126
2020-05-11,CAKUNG,195,5,190,85,30,55,97,45,13,9,30
2020-05-11,CEMPAKA PUTIH,251,5,246,150,17,133,82,37,9,7,29
2020-05-11,CENGKARENG,85,1,84,66,8,58,99,47,15,8,29
2020-05-11,CILANDAK,142,8,134,103,24,79,81,27,24,14,16
2020-05-11,CILINCING,262,7,255,60,24,36,49,26,1,5,17
2020-05-11,CIPAYUNG,103,9,94,63,26,37,57,30,8,1,18
2020-05-11,CIRACAS,144,6,138,61,15,46,45,17,8,7,13
2020-05-11,DUREN SAWIT,132,4,128,94,30,64,163,61,32,24,46
2020-05-11,GAMBIR,107,6,101,56,18,38,46,21,5,7,13
2020-05-11,GROGOL PETAMBURAN,183,5,178,130,16,114,126,49,43,11,23
2020-05-11,JAGAKARSA,112,2,110,67,13,54,75,31,17,6,21
2020-05-11,JATINEGARA,60,4,56,41,12,29,104,50,13,10,31
2020-05-11,JOHAR BARU,148,2,146,47,20,27,45,13,8,9,15
2020-05-11,KALI DERES,154,2,152,159,12,147,106,40,32,9,25
2020-05-11,KEBAYORAN BARU,72,5,67,78,37,41,66,22,32,3,9
2020-05-11,KEBAYORAN LAMA,82,3,79,91,27,64,113,43,24,18,28
2020-05-11,KEBON JERUK,173,4,169,127,24,103,148,59,33,12,44
2020-05-11,KELAPA GADING,245,1,244,107,26,81,104,40,20,7,37
2020-05-11,KEMAYORAN,183,9,174,129,38,91,91,25,12,12,42
2020-05-11,KEMBANGAN,60,3,57,79,20,59,99,36,24,5,34
2020-05-11,KEP. SERIBU SELATAN,38,1,37,5,0,5,12,3,0,0,9
2020-05-11,KEP. SERIBU UTARA,109,2,107,14,2,12,1,0,0,0,1
2020-05-11,KOJA,218,11,207,133,24,109,79,30,6,4,39
2020-05-11,KRAMAT JATI,80,3,77,44,16,28,95,38,10,10,37
2020-05-11,LUAR DKI JAKARTA,1516,30,1486,1019,173,846,998,502,161,64,271
2020-05-11,MAKASAR,44,2,42,34,7,27,55,26,12,7,10
2020-05-11,MAMPANG PRAPATAN,148,1,147,34,14,20,49,19,9,7,14
2020-05-11,MATRAMAN,161,10,151,93,30,63,103,43,9,10,41
2020-05-11,MENTENG,78,3,75,48,23,25,62,28,8,8,18
2020-05-11,PADEMANGAN,206,6,200,60,12,48,104,33,7,6,58
2020-05-11,PALMERAH,166,4,162,179,23,156,107,40,19,11,37
2020-05-11,PANCORAN,71,2,69,36,8,28,49,25,9,3,12
2020-05-11,PASAR MINGGU,202,9,193,70,26,44,99,43,16,13,27
2020-05-11,PASAR REBO,46,6,40,31,11,20,41,12,7,4,18
2020-05-11,PENJARINGAN,114,4,110,81,15,66,77,42,9,8,18
2020-05-11,PESANGGRAHAN,91,2,89,48,10,38,73,26,15,15,17
2020-05-11,PULO GADUNG,175,6,169,101,37,64,117,58,21,11,27
2020-05-11,SAWAH BESAR,156,8,148,173,36,137,74,46,8,6,14
2020-05-11,SENEN,146,3,143,71,29,42,73,27,10,4,32
2020-05-11,SETIA BUDI,98,4,94,52,8,44,53,20,14,9,10
2020-05-11,TAMAN SARI,90,2,88,48,15,33,74,34,16,5,19
2020-05-11,TAMBORA,60,3,57,62,17,45,45,18,4,9,14
2020-05-11,TANAH ABANG,252,7,245,150,37,113,274,74,20,13,167
2020-05-11,TANJUNG PRIOK,300,15,285,284,56,228,195,94,17,21,63
2020-05-11,TEBET,148,1,147,90,18,72,103,37,26,11,29
2020-05-12,BELUM DIKETAHUI,2433,11,2422,2057,55,2002,390,213,41,5,131
2020-05-12,CAKUNG,195,4,191,87,12,75,102,37,22,9,34
2020-05-12,CEMPAKA PUTIH,267,5,262,161,9,152,82,29,17,7,29
2020-05-12,CENGKARENG,86,0,86,66,1,65,100,43,20,8,29
2020-05-12,CILANDAK,219,9,210,143,45,98,82,18,33,14,17
2020-05-12,CILINCING,262,5,257,60,12,48,60,25,2,6,27
2020-05-12,CIPAYUNG,103,8,95,64,14,50,56,22,15,1,18
2020-05-12,CIRACAS,146,5,141,61,9,52,45,13,11,8,13
2020-05-12,DUREN SAWIT,133,4,129,95,4,91,172,39,53,24,56
2020-05-12,GAMBIR,108,2,106,58,5,53,46,19,7,7,13
2020-05-12,GROGOL PETAMBURAN,184,2,182,130,5,125,127,39,53,11,24
2020-05-12,JAGAKARSA,182,8,174,112,33,79,78,21,28,6,23
2020-05-12,JATINEGARA,63,2,61,41,4,37,108,34,26,10,38
2020-05-12,JOHAR BARU,157,3,154,47,7,40,47,9,9,9,20
2020-05-12,KALI DERES,154,1,153,159,3,156,106,29,43,9,25
2020-05-12,KEBAYORAN BARU,109,3,106,84,16,68,66,11,43,3,9
2020-05-12,KEBAYORAN LAMA,108,4,104,113,23,90,113,31,36,18,28
2020-05-12,KEBON JERUK,175,2,173,127,7,120,148,45,47,12,44
2020-05-12,KELAPA GADING,245,0,245,108,10,98,104,31,28,8,37
2020-05-12,KEMAYORAN,185,8,177,133,13,120,91,16,20,12,43
2020-05-12,KEMBANGAN,60,0,60,79,2,77,100,29,31,5,35
2020-05-12,KEP. SERIBU SELATAN,38,1,37,5,0,5,12,3,0,0,9
2020-05-12,KEP. SERIBU UTARA,109,2,107,14,0,14,1,0,0,0,1
2020-05-12,KOJA,218,4,214,134,12,122,80,24,12,5,39
2020-05-12,KRAMAT JATI,80,1,79,44,2,42,99,29,18,10,42
2020-05-12,LUAR DKI JAKARTA,1530,13,1517,1031,61,970,1024,418,257,66,283
2020-05-12,MAKASAR,46,1,45,35,4,31,57,24,15,7,11
2020-05-12,MAMPANG PRAPATAN,158,1,157,40,7,33,49,15,13,7,14
2020-05-12,MATRAMAN,165,7,158,95,12,83,105,33,19,10,43
2020-05-12,MENTENG,80,3,77,48,11,37,63,26,10,9,18
2020-05-12,PADEMANGAN,228,4,224,62,4,58,104,32,8,6,58
2020-05-12,PALMERAH,166,2,164,180,6,174,111,32,27,11,41
2020-05-12,PANCORAN,86,1,85,55,5,50,50,24,10,3,13
2020-05-12,PASAR MINGGU,280,12,268,128,47,81,99,35,24,13,27
2020-05-12,PASAR REBO,46,2,44,31,4,27,42,9,10,4,19
2020-05-12,PENJARINGAN,114,3,111,82,7,75,78,27,25,8,18
2020-05-12,PESANGGRAHAN,128,5,123,66,14,52,75,21,21,15,18
2020-05-12,PULO GADUNG,178,1,177,102,10,92,120,44,36,11,29
2020-05-12,SAWAH BESAR,161,6,155,174,17,157,76,43,13,6,14
2020-05-12,SENEN,148,3,145,72,10,62,73,23,14,4,32
2020-05-12,SETIA BUDI,101,4,97,57,8,49,53,16,18,9,10
2020-05-12,TAMAN SARI,90,2,88,48,4,44,77,33,17,5,22
2020-05-12,TAMBORA,60,2,58,62,6,56,45,16,6,9,14
2020-05-12,TANAH ABANG,254,2,252,155,7,148,276,64,29,14,169
2020-05-12,TANJUNG PRIOK,302,11,291,287,26,261,207,77,34,22,74
2020-05-12,TEBET,161,2,159,103,14,89,104,22,41,11,30
2020-05-13,BELUM DIKETAHUI,2434,11,2423,2058,57,2001,351,171,38,4,138
2020-05-13,CAKUNG,214,4,210,91,12,79,103,36,23,9,35
2020-05-13,CEMPAKA PUTIH,268,5,263,162,9,153,84,29,21,7,27
2020-05-13,CENGKARENG,87,0,87,67,1,66,100,42,20,8,30
2020-05-13,CILANDAK,222,9,213,145,46,99,82,18,33,14,17
2020-05-13,CILINCING,300,8,292,61,12,49,61,26,2,6,27
2020-05-13,CIPAYUNG,105,8,97,65,15,50,59,23,16,1,19
2020-05-13,CIRACAS,158,5,153,62,9,53,45,13,10,8,14
2020-05-13,DUREN SAWIT,150,4,146,97,4,93,175,39,53,24,59
2020-05-13,GAMBIR,112,2,110,59,6,53,47,20,8,7,12
2020-05-13,GROGOL PETAMBURAN,210,2,208,130,5,125,133,40,54,11,28
2020-05-13,JAGAKARSA,192,8,184,113,34,79,79,21,28,6,24
2020-05-13,JATINEGARA,70,2,68,42,4,38,111,36,27,10,38
2020-05-13,JOHAR BARU,158,3,155,47,7,40,49,9,9,9,22
2020-05-13,KALI DERES,156,1,155,170,3,167,107,30,43,9,25
2020-05-13,KEBAYORAN BARU,110,3,107,86,16,70,69,12,43,3,11
2020-05-13,KEBAYORAN LAMA,115,4,111,116,24,92,114,32,36,18,28
2020-05-13,KEBON JERUK,197,2,195,129,7,122,156,47,47,12,50
2020-05-13,KELAPA GADING,248,0,248,108,10,98,107,31,29,8,39
2020-05-13,KEMAYORAN,189,8,181,134,13,121,99,18,19,12,50
2020-05-13,KEMBANGAN,62,0,62,80,2,78,100,30,31,5,34
2020-05-13,KEP. SERIBU SELATAN,38,1,37,5,0,5,13,3,0,0,10
2020-05-13,KEP. SERIBU UTARA,110,2,108,14,0,14,1,0,0,0,1
2020-05-13,KOJA,222,5,217,135,12,123,85,25,12,5,43
2020-05-13,KRAMAT JATI,82,1,81,44,2,42,99,28,21,10,40
2020-05-13,LUAR DKI JAKARTA,1563,15,1548,1040,64,976,1059,429,259,67,304
2020-05-13,MAKASAR,47,1,46,35,4,31,57,23,15,7,12
2020-05-13,MAMPANG PRAPATAN,159,1,158,40,7,33,51,16,13,7,15
2020-05-13,MATRAMAN,167,7,160,95,12,83,107,34,19,10,44
2020-05-13,MENTENG,80,3,77,48,11,37,66,26,10,9,21
2020-05-13,PADEMANGAN,249,4,245,67,4,63,120,32,9,6,73
2020-05-13,PALMERAH,167,2,165,180,6,174,115,33,27,12,43
2020-05-13,PANCORAN,88,2,86,55,5,50,50,24,10,3,13
2020-05-13,PASAR MINGGU,296,12,284,132,49,83,105,37,25,13,30
2020-05-13,PASAR REBO,79,2,77,31,4,27,42,9,10,4,19
2020-05-13,PENJARINGAN,116,3,113,82,7,75,87,27,25,8,27
2020-05-13,PESANGGRAHAN,132,5,127,66,14,52,76,21,21,15,19
2020-05-13,PULO GADUNG,187,1,186,104,10,94,122,44,36,11,31
2020-05-13,SAWAH BESAR,163,6,157,174,17,157,77,42,14,7,14
2020-05-13,SENEN,157,3,154,72,10,62,76,21,16,4,35
2020-05-13,SETIA BUDI,105,4,101,59,8,51,57,19,18,9,11
2020-05-13,TAMAN SARI,92,2,90,48,4,44,77,33,17,5,22
2020-05-13,TAMBORA,61,3,58,62,6,56,50,19,6,9,16
2020-05-13,TANAH ABANG,329,2,327,158,7,151,286,63,29,15,179
2020-05-13,TANJUNG PRIOK,304,11,293,288,26,262,221,78,34,23,86
2020-05-13,TEBET,163,2,161,103,14,89,107,24,41,11,31
2020-05-14,BELUM DIKETAHUI,2452,11,2441,2059,58,2001,358,173,38,5,142
2020-05-14,CAKUNG,219,4,215,93,13,80,106,37,23,9,37
2020-05-14,CEMPAKA PUTIH,275,5,270,165,10,155,86,30,21,7,28
2020-05-14,CENGKARENG,106,0,106,68,2,66,106,43,20,8,35
2020-05-14,CILANDAK,230,9,221,149,49,100,85,19,33,14,19
2020-05-14,CILINCING,303,8,295,64,14,50,61,26,2,6,27
2020-05-14,CIPAYUNG,109,8,101,66,15,51,59,23,16,1,19
2020-05-14,CIRACAS,166,5,161,63,9,54,46,13,10,8,15
2020-05-14,DUREN SAWIT,164,4,160,99,6,93,186,40,53,24,69
2020-05-14,GAMBIR,116,2,114,60,6,54,48,20,8,7,13
2020-05-14,GROGOL PETAMBURAN,246,3,243,139,8,131,136,38,56,12,30
2020-05-14,JAGAKARSA,195,8,187,113,34,79,79,21,28,6,24
2020-05-14,JATINEGARA,77,2,75,45,7,38,114,38,27,10,39
2020-05-14,JOHAR BARU,161,3,158,48,7,41,51,9,9,10,23
2020-05-14,KALI DERES,161,1,160,173,4,169,108,31,43,9,25
2020-05-14,KEBAYORAN BARU,113,3,110,86,16,70,69,12,43,3,11
2020-05-14,KEBAYORAN LAMA,151,4,147,122,29,93,119,34,36,18,31
2020-05-14,KEBON JERUK,275,2,273,152,19,133,162,51,47,12,52
2020-05-14,KELAPA GADING,250,0,250,108,10,98,108,31,29,8,40
2020-05-14,KEMAYORAN,195,8,187,135,14,121,101,19,19,13,50
2020-05-14,KEMBANGAN,113,0,113,96,7,89,108,32,31,5,40
2020-05-14,KEP. SERIBU SELATAN,38,1,37,5,0,5,13,3,0,0,10
2020-05-14,KEP. SERIBU UTARA,121,2,119,14,0,14,1,0,0,0,1
2020-05-14,KOJA,227,5,222,136,12,124,87,27,12,5,43
2020-05-14,KRAMAT JATI,85,1,84,44,2,42,101,29,21,10,41
2020-05-14,LUAR DKI JAKARTA,1867,15,1852,1073,75,998,1082,436,259,67,320
2020-05-14,MAKASAR,52,1,51,37,5,32,57,23,15,7,12
2020-05-14,MAMPANG PRAPATAN,165,1,164,40,7,33,50,16,13,7,14
2020-05-14,MATRAMAN,175,7,168,95,12,83,107,34,19,10,44
2020-05-14,MENTENG,82,3,79,49,11,38,67,27,10,9,21
2020-05-14,PADEMANGAN,252,4,248,67,4,63,130,33,9,6,82
2020-05-14,PALMERAH,305,2,303,213,22,191,119,37,27,12,43
2020-05-14,PANCORAN,94,2,92,55,5,50,52,25,10,3,14
2020-05-14,PASAR MINGGU,301,12,289,132,49,83,105,37,25,13,30
2020-05-14,PASAR REBO,84,2,82,32,4,28,46,9,10,4,23
2020-05-14,PENJARINGAN,120,3,117,82,7,75,122,30,25,8,59
2020-05-14,PESANGGRAHAN,142,5,137,68,14,54,76,21,21,15,19
2020-05-14,PULO GADUNG,197,1,196,108,11,97,122,44,36,11,31
2020-05-14,SAWAH BESAR,167,6,161,174,17,157,82,43,14,7,18
2020-05-14,SENEN,161,3,158,73,10,63,78,21,16,4,37
2020-05-14,SETIA BUDI,109,4,105,60,9,51,58,18,18,9,13
2020-05-14,TAMAN SARI,96,2,94,49,5,44,80,33,17,5,25
2020-05-14,TAMBORA,75,3,72,72,11,61,57,20,6,9,22
2020-05-14,TANAH ABANG,390,2,388,169,11,158,291,64,29,15,183
2020-05-14,TANJUNG PRIOK,312,11,301,288,26,262,230,83,34,24,89
2020-05-14,TEBET,165,2,163,104,14,90,108,24,41,11,32
2020-05-15,BELUM DIKETAHUI,2669,4,2665,2036,28,2008,339,171,37,5,126
2020-05-15,CAKUNG,241,2,239,94,12,82,110,38,24,9,39
2020-05-15,CEMPAKA PUTIH,332,3,329,166,5,161,87,31,21,7,28
2020-05-15,CENGKARENG,192,0,192,68,1,67,107,43,20,8,36
2020-05-15,CILANDAK,235,6,229,152,38,114,87,20,33,14,20
2020-05-15,CILINCING,390,7,383,66,13,53,63,26,2,7,28
2020-05-15,CIPAYUNG,117,7,110,72,12,60,59,23,16,1,19
2020-05-15,CIRACAS,197,5,192,67,5,62,46,13,10,8,15
2020-05-15,DUREN SAWIT,214,5,209,104,7,97,188,42,53,25,68
2020-05-15,GAMBIR,170,1,169,61,5,56,49,20,8,7,14
2020-05-15,GROGOL PETAMBURAN,302,2,300,139,8,131,137,39,56,12,30
2020-05-15,JAGAKARSA,314,9,305,123,31,92,79,20,28,7,24
2020-05-15,JATINEGARA,249,1,248,45,6,39,113,34,29,11,39
2020-05-15,JOHAR BARU,197,3,194,57,12,45,52,11,9,10,22
2020-05-15,KALI DERES,327,0,327,175,3,172,111,33,43,9,26
2020-05-15,KEBAYORAN BARU,115,2,113,89,13,76,69,12,43,3,11
2020-05-15,KEBAYORAN LAMA,175,1,174,138,31,107,123,35,37,18,33
2020-05-15,KEBON JERUK,531,1,530,154,17,137,165,51,47,13,54
2020-05-15,KELAPA GADING,303,1,302,110,8,102,109,31,30,8,40
2020-05-15,KEMAYORAN,241,4,237,136,9,127,103,21,19,13,50
2020-05-15,KEMBANGAN,126,1,125,96,6,90,111,32,31,5,43
2020-05-15,KEP. SERIBU SELATAN,91,0,91,5,0,5,13,3,0,0,10
2020-05-15,KEP. SERIBU UTARA,163,3,160,14,0,14,1,0,0,0,1
2020-05-15,KOJA,244,3,241,139,9,130,91,27,12,5,47
2020-05-15,KRAMAT JATI,95,0,95,44,2,42,102,30,21,10,41
2020-05-15,LUAR DKI JAKARTA,1934,21,1913,1115,87,1028,1089,437,262,68,322
2020-05-15,MAKASAR,64,2,62,38,4,34,59,24,16,7,12
2020-05-15,MAMPANG PRAPATAN,198,1,197,40,5,35,53,17,13,7,16
2020-05-15,MATRAMAN,322,6,316,98,9,89,110,35,19,10,46
2020-05-15,MENTENG,94,2,92,49,7,42,67,27,10,9,21
2020-05-15,PADEMANGAN,318,2,316,68,4,64,134,35,9,6,84
2020-05-15,PALMERAH,313,1,312,216,21,195,126,43,27,12,44
2020-05-15,PANCORAN,121,3,118,55,3,52,53,25,10,3,15
2020-05-15,PASAR MINGGU,359,11,348,132,28,104,105,38,25,13,29
2020-05-15,PASAR REBO,94,1,93,34,2,32,47,10,10,4,23
2020-05-15,PENJARINGAN,411,0,411,82,4,78,122,30,25,8,59
2020-05-15,PESANGGRAHAN,166,8,158,87,17,70,77,21,21,15,20
2020-05-15,PULO GADUNG,267,0,267,114,14,100,122,44,36,11,31
2020-05-15,SAWAH BESAR,181,0,181,174,13,161,82,43,14,7,18
2020-05-15,SENEN,226,2,224,73,7,66,79,21,16,4,38
2020-05-15,SETIA BUDI,174,3,171,60,6,54,58,18,18,9,13
2020-05-15,TAMAN SARI,101,1,100,49,4,45,84,34,17,5,28
2020-05-15,TAMBORA,127,2,125,72,10,62,61,21,6,9,25
2020-05-15,TANAH ABANG,527,1,526,169,9,160,292,63,29,17,183
2020-05-15,TANJUNG PRIOK,369,4,365,290,17,273,236,83,33,24,96
2020-05-15,TEBET,194,2,192,105,6,99,109,25,41,11,32
2020-05-16,BELUM DIKETAHUI,2645,4,2641,2036,25,2011,315,133,36,5,141
2020-05-16,CAKUNG,245,3,242,95,12,83,113,39,24,9,41
2020-05-16,CEMPAKA PUTIH,338,4,334,170,8,162,84,29,20,7,28
2020-05-16,CENGKARENG,193,1,192,69,2,67,115,43,20,8,44
2020-05-16,CILANDAK,235,6,229,152,37,115,88,21,33,14,20
2020-05-16,CILINCING,392,8,384,66,12,54,64,27,3,7,27
2020-05-16,CIPAYUNG,124,7,117,73,13,60,62,24,16,1,21
2020-05-16,CIRACAS,199,5,194,68,6,62,48,14,11,8,15
2020-05-16,DUREN SAWIT,219,5,214,104,7,97,195,45,54,25,71
2020-05-16,GAMBIR,186,1,185,61,5,56,49,20,8,7,14
2020-05-16,GROGOL PETAMBURAN,304,2,302,139,8,131,137,39,56,12,30
2020-05-16,JAGAKARSA,317,9,308,123,25,98,79,20,28,7,24
2020-05-16,JATINEGARA,255,2,253,45,6,39,120,39,29,11,41
2020-05-16,JOHAR BARU,207,3,204,59,13,46,56,12,9,10,25
2020-05-16,KALI DERES,327,0,327,175,3,172,112,32,43,9,28
2020-05-16,KEBAYORAN BARU,116,2,114,89,13,76,70,12,43,3,12
2020-05-16,KEBAYORAN LAMA,177,3,174,140,31,109,124,35,37,18,34
2020-05-16,KEBON JERUK,534,3,531,154,17,137,170,53,47,13,57
2020-05-16,KELAPA GADING,303,1,302,111,9,102,112,33,30,8,41
2020-05-16,KEMAYORAN,252,5,247,140,12,128,106,24,19,13,50
2020-05-16,KEMBANGAN,126,1,125,97,7,90,111,32,31,5,43
2020-05-16,KEP. SERIBU SELATAN,91,0,91,5,0,5,13,3,0,0,10
2020-05-16,KEP. SERIBU UTARA,170,3,167,14,0,14,1,0,0,0,1
2020-05-16,KOJA,246,3,243,140,9,131,92,29,12,5,46
2020-05-16,KRAMAT JATI,99,2,97,45,3,42,103,30,22,10,41
2020-05-16,LUAR DKI JAKARTA,1999,45,1954,1125,94,1031,1108,450,265,67,326
2020-05-16,MAKASAR,65,2,63,38,4,34,59,24,16,7,12
2020-05-16,MAMPANG PRAPATAN,198,1,197,40,2,38,53,17,13,7,16
2020-05-16,MATRAMAN,335,6,329,104,10,94,115,36,19,10,50
2020-05-16,MENTENG,101,9,92,54,12,42,67,27,10,9,21
2020-05-16,PADEMANGAN,329,2,327,72,6,66,136,35,9,7,85
2020-05-16,PALMERAH,314,2,312,216,21,195,126,41,27,13,45
2020-05-16,PANCORAN,121,3,118,55,3,52,56,27,10,3,16
2020-05-16,PASAR MINGGU,365,10,355,132,25,107,106,38,25,13,30
2020-05-16,PASAR REBO,97,4,93,34,1,33,47,10,10,4,23
2020-05-16,PENJARINGAN,412,0,412,82,4,78,123,30,25,8,60
2020-05-16,PESANGGRAHAN,167,9,158,89,15,74,77,22,21,15,19
2020-05-16,PULO GADUNG,273,3,270,114,13,101,124,44,37,11,32
